,Verkauf in,Bauart,Marke,Modell,Kategorie,Erstzulassung,Km-Stand,Getriebeart,Leistung in kW,Chassis,Verkaufspreis,Wunschpreis,PLZ Verkäufer,Fahrzeugalter,fahrzeugalter_cat,Kilometer_cat
1123,2023-12-01,Wohnmobil,Knaus,Sky Wave 650 MG ,Teilintegrierter,2014-03-01,57600.0,Schaltung,96.0,Fiat Ducato ,39500,41300,,117,5-10 Jahre,50.001-100.000 km
1124,2023-12-01,Wohnmobil,Hymer,Free 600 Campus 9G-Tronic,Kastenwagen,2021-01-01,36000.0,Automatik,103.0,Fiat ,59600,60000,,35,2-5 Jahre,20.001-50.000 km
1125,2023-12-01,Wohnmobil,Le Voyageur,LV 7.8 GJL Aut.,Integrierter,2017-12-01,53000.0,Automatik,130.0,Fiat ,70000,75700,,72,5-10 Jahre,50.001-100.000 km
1126,2023-12-01,Wohnmobil,Ahorn,Canada TQ Plus,Teilintegrierter,2019-02-01,34100.0,Schaltung,96.0,Renault Master,43900,43900,,58,2-5 Jahre,20.001-50.000 km
1127,2023-12-01,Wohnmobil,McLouis,Nevis 876 G,Integrierter,2012-02-01,86000.0,Schaltung,109.0,Fiat,31500,27000,,142,Über 10 Jahre,50.001-100.000 km
1128,2023-12-01,Wohnmobil,Bürstner,Elegance 710 G,Integrierter,2008-08-01,116000.0,Schaltung,116.0,Fiat Ducato,43900,43000,,184,Über 10 Jahre,Über 100.000 km
1129,2023-12-01,Wohnmobil,Etrusco,T 7300,Teilintegrierter,2019-03-01,32800.0,Schaltung,96.0,Fiat,48000,50000,,57,2-5 Jahre,20.001-50.000 km
1130,2023-12-01,Wohnwagen,Knaus,Sport 500 EU,Wohnwagen,2020-02-01,,,,,18400,19900,,46,2-5 Jahre,Über 100.000 km
1131,2023-12-01,Wohnmobil,Knaus,Boxstar Road 540 Aut.,Kastenwagen,2019-01-01,71736.0,Automatik,110.0,Fiat,41800,47000,,59,2-5 Jahre,50.001-100.000 km
1132,2023-12-01,Wohnmobil,Mooveo,63 EB 9G-Tronic,Kastenwagen,2021-08-01,20000.0,Automatik,103.0,Fiat,55300,55600,,28,2-5 Jahre,0-20.000 km
1133,2023-12-01,Wohnmobil,Pössl,Summit 640 / 9G-Tronic,Kastenwagen,2020-09-01,16000.0,Automatik,118.0,Fiat,58900,50000,,39,2-5 Jahre,0-20.000 km
1134,2023-12-01,Wohnmobil,Sunlight,Cliff 600 Adventure Edition ,Kastenwagen,2021-08-01,32000.0,Schaltung,103.0,Fiat,42700,40000,,28,2-5 Jahre,20.001-50.000 km
1135,2023-12-01,Wohnmobil,Eura Mobil,Activa 690 HB,Alkoven,2001-05-01,124284.0,Schaltung,94.0,Fiat ,16900,20900,,271,Über 10 Jahre,Über 100.000 km
1136,2023-12-01,Wohnmobil,Forster,T 699 VB,Teilintegrierter,2015-05-01,63000.0,Schaltung,96.0,Fiat,38900,44200,,103,5-10 Jahre,50.001-100.000 km
1137,2023-12-01,Wohnmobil,Sunlight,Cliff 600 Adventure,Kastenwagen,2022-02-01,16500.0,Schaltung,103.0,Fiat,46800,48000,,22,0-2 Jahre,0-20.000 km
1138,2023-12-01,Wohnmobil,Malibu,T 430 LE,Teilintegrierter,2020-07-01,57460.0,Schaltung,118.0,Fiat,59500,65500,,41,2-5 Jahre,50.001-100.000 km
1139,2023-12-01,Wohnmobil,Carado,T 337,Teilintegrierter,2015-04-01,36000.0,Schaltung,96.0,Fiat,37600,30000,,104,5-10 Jahre,20.001-50.000 km
1140,2023-12-01,Wohnmobil,Sunlight,T67S Adventure Edition,Teilintegrierter,2022-02-01,15500.0,Schaltung,103.0,Fiat ,56100,57000,,22,0-2 Jahre,0-20.000 km
1141,2023-12-01,Wohnmobil,Volkswagen,Grand California 680 Aut.,Kastenwagen,2021-11-01,19000.0,Automatik,130.0,Volkswagen,56500,60500,,25,2-5 Jahre,0-20.000 km
1142,2023-12-01,Wohnwagen,Hobby,DeLuxe UFE 460,Wohnwagen,2021-07-01,,,,,17300,20000,,29,2-5 Jahre,Über 100.000 km
1143,2023-12-01,Wohnmobil,Hymer,ML-T 570,Teilintegrierter,2018-03-01,59000.0,Automatik,120.0,Mercedes,62600,60000,,69,5-10 Jahre,50.001-100.000 km
1144,2023-12-01,Wohnmobil,Pössl,Summit 540,Kastenwagen,2020-04-01,23548.0,Schaltung,103.0,Fiat ,42100,42100,,44,2-5 Jahre,20.001-50.000 km
1145,2023-12-01,Wohnmobil,Knaus,BoxStar Solution 4 / H3,Kastenwagen,2020-01-01,47212.0,Schaltung,96.0,Fiat,46700,47700,,47,2-5 Jahre,20.001-50.000 km
1146,2023-12-01,Wohnwagen,Knaus,Azur 650 TF ,Wohnwagen,2001-06-01,,,,,1490,3750,,270,Über 10 Jahre,Über 100.000 km
