,Verkauf in,Bauart,Marke,Modell,Kategorie,Erstzulassung,Km-Stand,Getriebeart,Leistung in kW,Chassis,Verkaufspreis,Wunschpreis,PLZ Verkäufer,Fahrzeugalter,fahrzeugalter_cat,Kilometer_cat
130,2022-07-01,Wohnmobil,Hobby,Optima V 65 GE OnTour 3.5 t,Teilintegrierter,2021-04-01,9249.0,Schaltung,103.0,Citroen,58000,60000,71101,15,0-2 Jahre,0-20.000 km
131,2022-07-01,Wohnmobil,Etrusco,V 5900 DB 3.5 t,Teilintegrierter,2020-08-01,11000.0,Schaltung,103.0,Citroen Jumper,46300,48000,22119,23,0-2 Jahre,0-20.000 km
132,2022-08-01,Wohnmobil,Knaus,Sun Traveller mit DPF 3.85 t,Alkoven,2007-08-01,101800.0,Schaltung,107.0,Fiat,23000,25500,94553,180,Über 10 Jahre,Über 100.000 km
133,2022-07-01,Wohnmobil,LMC,Liberty Breezer 694 G 3.5 t,Alkoven,2011-05-01,77000.0,Schaltung,96.0,Fiat Ducato,34000,37500,78467,134,Über 10 Jahre,50.001-100.000 km
134,2022-07-01,Wohnmobil,Eura Mobil,Profila RS 660 HB 3.85 t *MwSt*,Teilintegrierter,2017-04-01,48635.0,Schaltung,110.0,Fiat Ducato,51600,51500,53797,63,5-10 Jahre,20.001-50.000 km
135,2022-07-01,Wohnmobil,Hobby,Toskana Exklusive 69 / 4.25 t,Teilintegrierter,2013-04-01,48000.0,Schaltung,96.0,Fiat Ducato,40000,43900,51688,111,5-10 Jahre,20.001-50.000 km
136,2022-08-01,Wohnmobil,Pössl,Summit 600 Plus 3.5 t,Kastenwagen,2019-01-01,57000.0,Schaltung,120.0,Citroen,48100,49500,49824,43,2-5 Jahre,50.001-100.000 km
137,2022-08-01,Wohnmobil,Pössl,Roadcamp D-Line 3.5 t,Kastenwagen,2020-08-01,35000.0,Schaltung,103.0,Citroen,40600,45000,10625,24,0-2 Jahre,20.001-50.000 km
138,2022-08-01,Wohnmobil,Hymer,B ML-I 780 / 9G-Tronic 4.5 t,Integrierter,2020-10-01,10005.0,Automatik,130.0,Mercedes-Benz,138000,152000,53819,22,0-2 Jahre,0-20.000 km
139,2022-08-01,Wohnmobil,Ahorn,Kentucky K-Line 3.5 t,Alkoven,2016-05-01,38900.0,Schaltung,92.0,Renault,40200,43000,70439,75,5-10 Jahre,20.001-50.000 km
140,2022-08-01,Wohnmobil,Carado,T 447 / 3.5 t,Teilintegrierter,2019-04-01,35047.0,Schaltung,96.0,Fiat Ducato,50000,58000,24537,40,2-5 Jahre,20.001-50.000 km
141,2022-08-01,Wohnmobil,Hymer,CS 684 Swing 3.85 t,Alkoven,2000-04-01,106000.0,Schaltung,90.0,Fiat,15000,16000,77749,268,Über 10 Jahre,Über 100.000 km
142,2022-08-01,Wohnmobil,Dethleffs,A 6977 / 3.5 t,Alkoven,2015-04-01,79000.0,Schaltung,96.0,Fiat Ducato,41400,43000,23919,88,5-10 Jahre,50.001-100.000 km
143,2022-08-01,Wohnmobil,Bürstner,Lyseo Time 727 G Harmony Line 3.5 t,Teilintegrierter,2020-08-01,13130.0,Schaltung,120.0,Citroen Jumper,65000,68500,59269,24,0-2 Jahre,0-20.000 km
144,2022-08-01,Wohnmobil,P.L.A.,H 385 / 3.5 t *MwSt.*,Teilintegrierter,2019-04-01,80000.0,Schaltung,96.0,Citroen Jumper,44000,44500,1189,40,2-5 Jahre,50.001-100.000 km
145,2022-08-01,Wohnmobil,Ahorn,Canada TE 3.5 t,Teilintegrierter,2018-05-01,27860.0,Schaltung,96.0,Renault Master 3VF1VA,45600,47000,59077,51,2-5 Jahre,20.001-50.000 km
146,2022-08-01,Wohnmobil,Weinsberg,Cara Compact 600 MG Pepper 3.5 t,Teilintegrierter,2018-06-01,17900.0,Schaltung,96.0,Peugeot,45200,45000,78713,50,2-5 Jahre,0-20.000 km
147,2022-08-01,Wohnmobil,Bürstner,Nexxo T 728 G Aut. 4.0 t,Teilintegrierter,2017-06-01,26650.0,Automatik,109.0,Fiat,54250,57950,87672,62,5-10 Jahre,20.001-50.000 km
148,2022-08-01,Wohnmobil,Adria,Twin 640 SL Axess All In 3.5 t,Kastenwagen,2022-03-01,15685.0,Schaltung,121.0,Citroen,53500,57000,88693,5,0-2 Jahre,0-20.000 km
149,2022-08-01,Wohnmobil,Carado,T334 / 3.5 t,Teilintegrierter,2020-07-01,17776.0,Schaltung,96.0,Fiat Ducato,55000,59000,86685,25,2-5 Jahre,0-20.000 km
150,2022-08-01,Wohnmobil,Dethleffs,Globebus I6 9G-Tronic 3.5 t,Integrierter,2020-07-01,7800.0,Automatik,118.0,Fiat,86200,100000,70469,25,2-5 Jahre,0-20.000 km
151,2022-08-01,Wohnmobil,Malibu,600 LE 3.5 t,Kastenwagen,2020-07-01,16000.0,Schaltung,103.0,Ducato,61800,66000,87477,25,2-5 Jahre,0-20.000 km
152,2022-08-01,Wohnmobil,Phoenix,8300 L G-Liner 7.2 t,Integrierter,2008-08-01,108000.0,Automatik,130.0,IVECO,94250,111150,57555,168,Über 10 Jahre,Über 100.000 km
153,2022-08-01,Wohnmobil,Hymer,Tramp 578 GL 4.0 t,Teilintegrierter,2017-07-01,29500.0,Schaltung,110.0,Fiat Ducato,67700,69000,24944,61,5-10 Jahre,20.001-50.000 km
154,2022-08-01,Wohnmobil,Hymer,Tramp 664 SL 4.0 t,Teilintegrierter,2008-08-01,104000.0,Schaltung,116.0,Fiat,31000,39500,21640,168,Über 10 Jahre,Über 100.000 km
155,2022-08-01,Wohnmobil,Weinsberg,CaraTour 600 MQ 3.5 t,Kastenwagen,2020-08-01,12028.0,Schaltung,88.0,Ducato,51100,58500,58802,24,0-2 Jahre,0-20.000 km
156,2022-08-01,Wohnmobil,Bürstner,Ixeo T 690 G Riva Loft 3.5 t,Teilintegrierter,2020-03-01,14340.0,Schaltung,110.0,Fiat,57800,57000,89143,29,2-5 Jahre,0-20.000 km
157,2022-08-01,Wohnmobil,Carado,A 361 / 3.5 t,Alkoven,2018-10-01,65000.0,Schaltung,96.0,Fiat,46900,42000,34560,46,2-5 Jahre,50.001-100.000 km
158,2022-08-01,Wohnmobil,Carthago,chic e-line I 50 LE DA Aut. 5.4 t,Integrierter,2020-02-01,12900.0,Automatik,130.0,Fiat Ducato,133300,132900,26386,30,2-5 Jahre,0-20.000 km
159,2022-08-01,Wohnmobil,Bürstner,Lyseo Time A 700 G 3.5 t,Alkoven,2019-02-01,42100.0,Schaltung,96.0,Fiat,52020,54320,23769,42,2-5 Jahre,20.001-50.000 km
160,2022-08-01,Wohnmobil,Pössl,D-Line Roadstar 600 L All In 3.5 t,Kastenwagen,2018-10-01,35530.0,Schaltung,96.0,Jumper 2.0 L Blue HDI,47500,50000,24796,46,2-5 Jahre,20.001-50.000 km
161,2022-08-01,Wohnmobil,Dethleffs,Globetrotter Advantage Elegance 3.5 t,Alkoven,2005-10-01,130000.0,Schaltung,107.0,Fiat Ducato,22700,22000,87527,202,Über 10 Jahre,Über 100.000 km
162,2022-08-01,Wohnmobil,Ahorn,Canada AD Aut. 4.0 t,Alkoven,2019-03-01,26500.0,Automatik,125.0,Renault,47650,55550,68753,41,2-5 Jahre,20.001-50.000 km
163,2022-08-01,Wohnmobil,Weinsberg,Carabus 601 MQ 3.5 t,Kastenwagen,2016-05-01,42000.0,Schaltung,96.0,Fiat Ducato,43000,46000,47574,75,5-10 Jahre,20.001-50.000 km
164,2022-08-01,Wohnmobil,Bürstner,Lyseo TD Harmony Line IT 680 G 3.5 t,Teilintegrierter,2021-03-01,10100.0,Schaltung,103.0,Fiat,57500,59000,22159,17,0-2 Jahre,0-20.000 km
165,2022-08-01,Wohnmobil,Carado,T447 Clever Plus Edition 4.0 t,Teilintegrierter,2021-07-01,8150.0,Schaltung,118.0,Fiat,57600,62400,29690,13,0-2 Jahre,0-20.000 km
166,2022-08-01,Wohnmobil,Mercedes-Benz,V220d Marco Polo Activity *NEUFAHRZEUG*,Kastenwagen,2022-08-01,150.0,Automatik,120.0,,55900,57000,49661,0,0-2 Jahre,0-20.000 km
167,2022-08-01,Wohnmobil,Dethleffs,A 5251 Advantage 3.0 t,Alkoven,2001-06-01,190000.0,Schaltung,66.0,Fiat Ducato,5200,5000,20253,254,Über 10 Jahre,Über 100.000 km
168,2022-08-01,Wohnmobil,Randger,R 602 3.5 t,Kastenwagen,2022-06-01,3400.0,Schaltung,103.0,Fiat,61500,68000,25774,2,0-2 Jahre,0-20.000 km
169,2022-08-01,Wohnmobil,Eura Mobil,Activia One 690 HB 3.5 t (abgel.),Alkoven,2022-03-01,8600.0,Schaltung,103.0,Fiat Ducato,69000,71000,76135,5,0-2 Jahre,0-20.000 km
170,2022-08-01,Wohnmobil,Carado,A 132 / 3.5 t,Alkoven,2021-05-01,6000.0,Schaltung,103.0,Fiat,51300,55000,85229,15,0-2 Jahre,0-20.000 km
171,2022-08-01,Wohnmobil,Rapido,896F 9G-Tronic 4.8 t,Integrierter,2020-04-01,24900.0,Automatik,118.0,Fiat Ducato,90100,100700,35410,28,2-5 Jahre,20.001-50.000 km
172,2022-08-01,Wohnmobil,Morelo,Palace 88 LB 7.49 t,Integrierter,2022-01-01,7300.0,Automatik,155.0,Iveco,296700,300000,28816,7,0-2 Jahre,0-20.000 km
173,2022-08-01,Wohnmobil,Hymer,Tramp S 680 9G-Tronic 4.2 t,Teilintegrierter,2022-01-01,8500.0,Automatik,125.0,Mercedes-Benz Sprinter,88100,94800,26125,7,0-2 Jahre,0-20.000 km
174,2022-08-01,Wohnmobil,Dethleffs,I 6700 Esprit Eighty 80 Jahre 4.25 t,Integrierter,2012-05-01,64000.0,Schaltung,96.0,Fiat,51100,57000,74564,123,Über 10 Jahre,50.001-100.000 km
175,2022-08-01,Wohnmobil,Hymer,Campus Free 600 / 3.5 t,Kastenwagen,2020-02-01,10200.0,Schaltung,103.0,Fiat,61000,60900,75438,30,2-5 Jahre,0-20.000 km
176,2022-09-01,Wohnmobil,Carado,V132 / 3.5 t,Teilintegrierter,2022-08-01,600.0,Schaltung,121.0,Citroen,52700,57500,94032,1,0-2 Jahre,0-20.000 km
177,2022-08-01,Wohnmobil,Bürstner,Travel Van T 571 G 3.5 t,Teilintegrierter,2016-04-01,5000.0,Schaltung,96.0,Fiat,42800,47500,90480,76,5-10 Jahre,0-20.000 km
178,2022-09-01,Wohnmobil,Carthago,C-Tourer T 143 LE 9G-Tronic 4.25 t,Teilintegrierter,2021-07-01,13900.0,Automatik,118.0,Fiat Ducato,91050,95950,41352,14,0-2 Jahre,0-20.000 km
179,2022-09-01,Wohnmobil,Malibu,Van 600 DB Charming GT 3.5 t,Kastenwagen,2022-03-01,13000.0,Schaltung,103.0,Fiat Ducato 8,69950,74950,26121,6,0-2 Jahre,0-20.000 km
180,2022-09-01,Wohnmobil,Hymer,B MC T 680 Aut. 4.5 t,Teilintegrierter,2019-04-01,25400.0,Automatik,130.0,Mercedes Sprinter 418 CDI,98000,109000,40764,41,2-5 Jahre,20.001-50.000 km
181,2022-09-01,Wohnmobil,Carthago,C-Tourer I 143 / 4.5 t,Integrierter,2014-07-01,71200.0,Schaltung,109.0,Fiat Ducato,57900,60000,25884,98,5-10 Jahre,50.001-100.000 km
182,2022-09-01,Wohnmobil,Weinsberg,CaraCore 700 MEG 3.65 t,Integrierter,2021-05-01,30400.0,Schaltung,88.0,Fiat Ducato,68800,79000,87700,16,0-2 Jahre,20.001-50.000 km
183,2022-09-01,Wohnmobil,Chausson,610 Special Edition 3.5 ,Teilintegrierter,2018-05-01,21275.0,Schaltung,125.0,Ford Transit,52400,59000,6231,52,2-5 Jahre,20.001-50.000 km
184,2022-09-01,Wohnmobil,Roller Team,Granduca 64 / 3.4 t,Alkoven,2004-03-01,105456.0,Schaltung,81.0,Fiat Ducato ,18000,22500,86415,222,Über 10 Jahre,Über 100.000 km
185,2022-09-01,Wohnmobil,Roller Team,Kronos 291 M 3.5 t,Alkoven,2021-03-01,21000.0,Schaltung,96.0,Ford,51000,51000,69469,18,0-2 Jahre,20.001-50.000 km
186,2022-09-01,Wohnmobil,Weinsberg,CaraTour 3.5 t,Kastenwagen,2020-01-01,15000.0,Schaltung,103.0,Fiat,53500,58000,93055,32,2-5 Jahre,0-20.000 km
187,2022-09-01,Wohnmobil,Eura Mobil,Integra Line 720 EB 9G-Tronic 4.4 t,Integrierter,2020-10-01,12740.0,Automatik,130.0,Fiat Ducato,94000,101000,71334,23,0-2 Jahre,0-20.000 km
188,2022-09-01,Wohnmobil,Sunlight,T 67 / 3.5 t,Teilintegrierter,2018-07-01,16700.0,Schaltung,110.0,Fiat,53700,55000,48268,50,2-5 Jahre,0-20.000 km
189,2022-09-01,Wohnmobil,Dethleffs,Trend A 7877-2 / 5.4 t,Alkoven,2018-05-01,54000.0,Schaltung,130.0,Ducato MultiJet ,90000,110000,76332,52,2-5 Jahre,50.001-100.000 km
190,2022-09-01,Wohnmobil,Hymer,Exsis I 678 / 4.5 t,Integrierter,2018-08-01,22000.0,Schaltung,110.0,Fiat,84500,94000,58256,49,2-5 Jahre,20.001-50.000 km
191,2022-09-01,Wohnmobil,Chausson,Welcome 611 Travel Line 3.5 t,Teilintegrierter,2018-06-01,29000.0,Schaltung,110.0,Fiat,52600,55000,34369,51,2-5 Jahre,20.001-50.000 km
192,2022-09-01,Wohnmobil,Carado,T 448 / 3.5 t,Teilintegrierter,2019-07-01,18000.0,Schaltung,96.0,Fiat Ducato,53000,57500,86872,38,2-5 Jahre,0-20.000 km
193,2022-09-01,Wohnmobil,Forster,A741 VB 3.5 t,Alkoven,2020-05-01,27300.0,Schaltung,103.0,Fiat Ducato,50000,58500,75382,28,2-5 Jahre,20.001-50.000 km
194,2022-09-01,Wohnmobil,Carthago,chic c-line 5.0 Suite 4.5 t *MwSt.*,Integrierter,2018-03-01,9300.0,Automatik,130.0,Fiat,104575,103075,17268,54,2-5 Jahre,0-20.000 km
195,2022-09-01,Wohnmobil,Volkswagen,Grand California 600 Aut. 3.5 t,Kastenwagen,2021-03-01,8600.0,Automatik,130.0,,64000,65500,31558,18,0-2 Jahre,0-20.000 km
196,2022-09-01,Wohnmobil,Dethleffs,Trend I 7017 / 4.25 t,Integrierter,2021-09-01,4500.0,Schaltung,118.0,Fiat Ducato,78950,86450,42657,12,0-2 Jahre,0-20.000 km
197,2022-09-01,Wohnmobil,Mooveo,VAN 63 EB 3.5 t,Kastenwagen,2021-06-01,19520.0,Schaltung,103.0,Citroen,60000,62000,89079,15,0-2 Jahre,0-20.000 km
198,2022-09-01,Wohnmobil,Carado,Vlow 601 Aut. 3.5 t,Kastenwagen,2018-09-01,46000.0,Automatik,96.0,Fiat Ducato,45000,45000,30952,48,2-5 Jahre,20.001-50.000 km
199,2022-09-01,Wohnmobil,Challenger,C394 GA VIP 3.5 t,Alkoven,2020-08-01,8500.0,Schaltung,103.0,Fiat Ducato,54500,61000,9112,25,2-5 Jahre,0-20.000 km
200,2022-09-01,Wohnmobil,Pössl,Summit 600 All-In 3.5 t,Kastenwagen,2018-01-01,28000.0,Schaltung,120.0,Citroen ,51900,57000,35619,56,2-5 Jahre,20.001-50.000 km
201,2022-09-01,Wohnmobil,Weinsberg,CaraBus 630 MEG Outlaw 3.5 t,Kastenwagen,2020-07-01,19800.0,Schaltung,118.0,Fiat Ducato,55300,55100,44227,26,2-5 Jahre,0-20.000 km
202,2022-09-01,Wohnmobil,VANTourer,600 L Prime Aut. 3.5 t,Kastenwagen,2018-03-01,19700.0,Automatik,110.0,Fiat,52700,55000,24109,54,2-5 Jahre,0-20.000 km
203,2022-09-01,Wohnmobil,Knaus,Boxstar Street 3.3 t,Kastenwagen,2013-04-01,98000.0,Schaltung,96.0,Fiat Ducato,32500,38000,72160,113,5-10 Jahre,50.001-100.000 km
204,2022-09-01,Wohnmobil,Eura Mobil,Profila T 695 HB Aut. 4.4 t,Teilintegrierter,2018-07-01,33400.0,Automatik,110.0,Fiat Ducato,59400,64600,27367,50,2-5 Jahre,20.001-50.000 km
205,2022-09-01,Wohnmobil,Knaus,Sun Traveller 605 D 3.5 t,Alkoven,2006-08-01,82463.0,Schaltung,95.0,Fiat Ducato,26150,31850,82110,193,Über 10 Jahre,50.001-100.000 km
206,2022-09-01,Wohnmobil,Carthago,Chic C-Line I 4.8 LE 40 heavy 4.5 t,Integrierter,2019-03-01,17500.0,Automatik,110.0,Fiat,95000,110000,27607,42,2-5 Jahre,0-20.000 km
207,2022-09-01,Wohnmobil,Sunlight,T 60 / 3.5 t,Teilintegrierter,2018-09-01,19316.0,Schaltung,96.0,Fiat Ducato,45125,45125,44579,48,2-5 Jahre,0-20.000 km
208,2022-10-01,Wohnmobil,Knaus,BoxStar 600 MQ 3.5 t,Kastenwagen,2022-01-01,24000.0,Schaltung,103.0,Fiat Ducato,52900,53000,40764,9,0-2 Jahre,20.001-50.000 km
209,2022-09-01,Wohnmobil,Etrusco,CV 540 Ed. Complete Sel. 3.5 t,Kastenwagen,2021-02-01,28300.0,Schaltung,103.0,Fiat Ducato,55300,57900,53913,19,0-2 Jahre,20.001-50.000 km
210,2022-09-01,Wohnmobil,Carado,T 449 / 3.5 t,Teilintegrierter,2020-10-01,13500.0,Schaltung,103.0,Fiat Ducato,55930,55930,26131,23,0-2 Jahre,0-20.000 km
211,2022-09-01,Wohnmobil,Sunlight,Cliff 640 Adventure Edition 3.5 t,Kastenwagen,2021-06-01,19863.0,Schaltung,103.0,Fiat,53500,55000,41470,15,0-2 Jahre,0-20.000 km
212,2022-09-01,Wohnmobil,Dethleffs,Alpa A 6820-2 / 4.8 t,Alkoven,2018-05-01,24500.0,Schaltung,110.0,Fiat,79000,85000,34630,52,2-5 Jahre,20.001-50.000 km
213,2022-09-01,Wohnmobil,Malibu,Van 640 LE Charming Coupe 9G-Tronic 3.5 t,Kastenwagen,2021-04-01,42000.0,Automatik,118.0,FIAT Ducato ,65000,69500,61479,17,0-2 Jahre,20.001-50.000 km
214,2022-09-01,Wohnmobil,Weinsberg,CaraTour 600 MQH MAXI 9G-Tronic 3.5 t,Kastenwagen,2021-03-01,31000.0,Automatik,118.0,Fiat Ducato ,63400,68000,28201,18,0-2 Jahre,20.001-50.000 km
215,2022-09-01,Wohnmobil,Andere,Bavaria V 630 J / 3.5 t,Kastenwagen,2018-04-01,44150.0,Schaltung,96.0,Fiat Ducato ,45000,45000,73655,53,2-5 Jahre,20.001-50.000 km
216,2022-09-01,Wohnmobil,Weinsberg,CaraCompact Pepper 600 MEG 3.5 t,Teilintegrierter,2022-04-01,10000.0,Schaltung,103.0,Fiat Ducato 8,64100,65000,54612,5,0-2 Jahre,0-20.000 km
217,2022-09-01,Wohnmobil,Knaus,SKY TI 650 MF Platinum Sel. 9G-Tronic 3.85 t,Teilintegrierter,2021-02-01,14500.0,Automatik,103.0,Fiat Ducato,68600,77500,79713,19,0-2 Jahre,0-20.000 km
218,2022-09-01,Wohnmobil,Bürstner,Nexxo Time T 690 G 30 Jahre Ed. 3.5 t,Teilintegrierter,2018-12-01,33400.0,Schaltung,120.0,Citroën ,55000,59500,32602,45,2-5 Jahre,20.001-50.000 km
219,2022-09-01,Wohnmobil,Bravia,Swan 636 / 3.5 t,Kastenwagen,2021-09-01,23100.0,Schaltung,121.0,Peugeot Boxer,55500,59000,49696,12,0-2 Jahre,20.001-50.000 km
220,2022-09-01,Wohnmobil,Etrusco,T 7400 QB 3.5 t,Teilintegrierter,2017-11-01,36100.0,Schaltung,96.0,Fiat Ducato,50500,53500,73433,58,2-5 Jahre,20.001-50.000 km
221,2022-09-01,Wohnmobil,Knaus,Sun TI 650 MF 3.5 t,Teilintegrierter,2017-07-01,14200.0,Schaltung,96.0,Fiat Ducato,52000,60000,41366,62,5-10 Jahre,0-20.000 km
222,2022-09-01,Wohnmobil,Pössl,Roadcamp 540 / 3.5 t,Kastenwagen,2019-12-01,46700.0,Schaltung,121.0,Citroen Jumper,45900,45900,89257,33,2-5 Jahre,20.001-50.000 km
223,2022-10-01,Wohnmobil,Andere,JOA Camp 63 T 3.5 t,Kastenwagen,2022-04-01,5500.0,Schaltung,121.0,Citröen,52900,56500,83671,6,0-2 Jahre,0-20.000 km
224,2022-09-01,Wohnmobil,Laika,Kosmo 209 / 3.5 t,Teilintegrierter,2021-06-01,3030.0,Schaltung,103.0,Fiat,57600,58000,79418,15,0-2 Jahre,0-20.000 km
225,2022-10-01,Wohnmobil,Chausson,Flash 03 / 3.5 t,Alkoven,2006-05-01,153000.0,Schaltung,92.0,Ford,15700,16000,22889,197,Über 10 Jahre,Über 100.000 km
226,2022-10-01,Wohnmobil,Chausson,6040 PREMIUM Line 3.5 t,Integrierter,2022-01-01,12000.0,Schaltung,103.0,Fiat,68700,78000,50259,9,0-2 Jahre,0-20.000 km
227,2022-10-01,Wohnmobil,Ahorn,ECO 683 / 3.5 t,Alkoven,2019-01-01,79851.0,Schaltung,96.0,Renault,41900,41900,59192,45,2-5 Jahre,50.001-100.000 km
228,2022-10-01,Wohnmobil,Hobby,Optima de Luxe T 65 GE 3.5 t,Teilintegrierter,2020-06-01,22500.0,Schaltung,96.0,Fiat Ducato,56100,59800,44357,28,2-5 Jahre,20.001-50.000 km
229,2022-10-01,Wohnmobil,Roller Team,Kronos 285 TL Mod. 2022 Aut. 3.5 t,Teilintegrierter,2021-12-01,6850.0,Automatik,125.0,Ford Transit,61300,64800,89520,10,0-2 Jahre,0-20.000 km
230,2022-10-01,Wohnmobil,Knaus,Sport Traveller 600 MKG 3.5 t,Alkoven,2007-12-01,94000.0,Schaltung,88.0,Renault Master,26100,26500,88090,178,Über 10 Jahre,50.001-100.000 km
231,2022-10-01,Wohnmobil,Roller Team,Zefiro 235 TL 3.5 t,Teilintegrierter,2017-07-01,5700.0,Schaltung,96.0,Fiat,43000,45000,71706,63,5-10 Jahre,0-20.000 km
232,2022-10-01,Wohnmobil,Dethleffs,I 5841 Advantage mit DPF 3.5 t,Integrierter,2005-04-01,96500.0,Schaltung,94.0,Fiat,25000,25000,22523,210,Über 10 Jahre,50.001-100.000 km
233,2022-10-01,Wohnmobil,Eura Mobil,Profila RS 720 EB 4.25 t,Teilintegrierter,2015-06-01,39400.0,Schaltung,109.0,Fiat Ducato,52000,56000,21680,88,5-10 Jahre,20.001-50.000 km
234,2022-10-01,Wohnmobil,Sunlight,T 67 S Active 3.5 t,Teilintegrierter,2020-04-01,19767.0,Schaltung,103.0,Fiat,52950,54750,31789,30,2-5 Jahre,0-20.000 km
235,2022-10-01,Wohnmobil,Forster,A 741 VB 9G-Tronic 3.85 t,Alkoven,2020-08-01,26000.0,Automatik,130.0,Fiat,68500,67000,38368,26,2-5 Jahre,20.001-50.000 km
236,2022-10-01,Wohnmobil,Etrusco,V 5900 DB 3.5 t,Teilintegrierter,2021-07-01,5700.0,Schaltung,103.0,Fiat,50800,55000,73271,15,0-2 Jahre,0-20.000 km
237,2022-10-01,Wohnmobil,Bürstner,Delfin T660 / 3.5 t,Teilintegrierter,2021-11-01,8542.0,Schaltung,103.0,Citroen,56000,60000,53359,11,0-2 Jahre,0-20.000 km
238,2022-10-01,Wohnmobil,Carthago,Chic E-Line I 50 / 5.25 t,Integrierter,2013-05-01,65310.0,Automatik,130.0,Fiat,85000,100000,53347,113,5-10 Jahre,50.001-100.000 km
239,2022-10-01,Wohnmobil,Malibu,Van 640 LE Charming 3.5 t,Kastenwagen,2018-03-01,72600.0,Schaltung,110.0,Fiat,52000,55000,39307,55,2-5 Jahre,50.001-100.000 km
240,2022-10-01,Wohnmobil,Carthago,Chic E-line I 61XL LE Aut. 5.0 t,Integrierter,2020-07-01,20000.0,Automatik,130.0,Fiat,123100,145000,13465,27,2-5 Jahre,0-20.000 km
241,2022-10-01,Wohnmobil,Laika,X 660 R 3.5 t,Teilintegrierter,2012-11-01,68130.0,Schaltung,109.0,Fiat,40600,40800,71083,119,5-10 Jahre,50.001-100.000 km
242,2022-10-01,Wohnmobil,Chausson,777 GA Titanium VIP 9G-Tronic 3.85 t,Teilintegrierter,2021-06-01,24000.0,Automatik,103.0,Fiat Ducato,59300,59900,41462,16,0-2 Jahre,20.001-50.000 km
243,2022-10-01,Wohnmobil,Carado,A 361 / 3.5 t,Alkoven,2017-09-01,15450.0,Schaltung,96.0,Fiat Ducato,40000,43700,90537,61,5-10 Jahre,0-20.000 km
244,2022-10-01,Wohnmobil,Bürstner,Lyseo TD 744 Harmony Line 3.5 t,Teilintegrierter,2018-05-01,31507.0,Schaltung,96.0,Fiat,62100,62000,31234,53,2-5 Jahre,20.001-50.000 km
245,2022-10-01,Wohnmobil,Ahorn,Van 550 / 3.5 t,Kastenwagen,2020-11-01,10000.0,Schaltung,100.0,Renault,44500,50000,67475,23,0-2 Jahre,0-20.000 km
246,2022-10-01,Wohnmobil,Hymer,B MC T 680 / 4.5 t,Teilintegrierter,2019-04-01,45000.0,Schaltung,105.0,MB,68500,75000,69493,42,2-5 Jahre,20.001-50.000 km
247,2023-03-01,Wohnmobil,Sunlight,Cliff 4x4 Adventure Van 3.5 t,Kastenwagen,2019-02-01,12381.0,Schaltung,96.0,FIAT,82500,500000,88299,49,2-5 Jahre,0-20.000 km
248,2022-10-01,Wohnmobil,Carado,T448 / 3.5 t,Teilintegrierter,2019-07-01,16100.0,Schaltung,114.0,Fiat Ducato,49200,53500,24241,39,2-5 Jahre,0-20.000 km
249,2022-10-01,Wohnmobil,Mooveo,VAN 60EB ALL-IN 3.5 t,Kastenwagen,2022-06-01,8000.0,Schaltung,103.0,Citroen,55500,59900,37199,4,0-2 Jahre,0-20.000 km
250,2022-10-01,Wohnmobil,Carado,T 447 / 3.5 t,Teilintegrierter,2018-04-01,29500.0,Schaltung,96.0,Fiat,48000,50000,63477,54,2-5 Jahre,20.001-50.000 km
251,2022-10-01,Wohnmobil,Malibu,Van 640 LE 3.5 t,Kastenwagen,2017-03-01,12284.0,Schaltung,110.0,Fiat Ducato,52700,54500,88471,67,5-10 Jahre,0-20.000 km
252,2022-10-01,Wohnmobil,Hymer,MC T 680 Aut. 4.4 t,Teilintegrierter,2020-11-01,12565.0,Automatik,130.0,MB,104000,120000,25337,23,0-2 Jahre,0-20.000 km
253,2022-10-01,Wohnmobil,Hymer,T 585 Aut. 3.5 t,Teilintegrierter,2021-09-01,15000.0,Automatik,125.0,Mercedes Benz Sprinter 417 CDI,78500,82000,82054,13,0-2 Jahre,0-20.000 km
254,2022-10-01,Wohnmobil,Knaus,SUN I 700 Aut. 4.4 t,Integrierter,2018-08-01,34000.0,Automatik,110.0,Fiat,78000,80000,35457,50,2-5 Jahre,20.001-50.000 km
255,2022-10-01,Wohnmobil,Knaus,VAN TI 650 MEG Platinum Sel. 3.5 t,Teilintegrierter,2018-07-01,4656.0,Schaltung,120.0,Peugeot,51200,57000,64546,51,2-5 Jahre,0-20.000 km
256,2022-10-01,Wohnmobil,Sunlight,Cliff 600 / 3.5 t,Kastenwagen,2019-07-01,34000.0,Schaltung,96.0,Fiat,45800,49800,79650,39,2-5 Jahre,20.001-50.000 km
257,2022-10-01,Wohnmobil,Concorde,Charisma 890 FS 7.49 t ,Integrierter,2010-01-01,63500.0,Automatik,162.0,Man,117000,133200,48317,153,Über 10 Jahre,50.001-100.000 km
258,2022-10-01,Wohnmobil,Carado,T 448 / 3.5 t,Teilintegrierter,2020-05-01,17500.0,Schaltung,103.0,Fiat Ducato,51700,53500,40882,29,2-5 Jahre,0-20.000 km
259,2022-10-01,Wohnmobil,Sunlight,A 68 / 4.09 t,Alkoven,2021-08-01,5000.0,Schaltung,103.0,Fiat,47000,50000,52538,14,0-2 Jahre,0-20.000 km
